loyalty_number,loyalty_card,clv,province,enrollment_year,gender,marital_status,education,churn_score,risk_tier,final_segment,segment_name,strategic_quadrant,behaviour_cluster,flights_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,pts_earned_18m,distance_18m,enrollment_tenure_months,churn_label
574560,Star,4770.74,Ontario,2014,Female,Divorced,High School or Below,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,48,2
406574,Star,4772.94,Ontario,2015,Female,Divorced,Master,0.15711524,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,13,0.0,4,0.0,4.0,69595.0,69595,38,0
532925,Star,4773.66,Ontario,2016,Male,Married,Bachelor,0.99937135,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,26,7,10.0,0,0.0163988778372864,3.0,39210.0,39210,18,1
119837,Star,4774.75,British Columbia,2014,Male,Single,College,0.03605274,Low Risk,Loyalists,Road Warriors,Loyalists,3,25,11,0.0,-1,0.0418706697459584,4.0,43300.0,43300,42,0
546039,Star,4775.48,Ontario,2012,Male,Married,Doctor,0.080184355,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,11,3.0,-7,0.0,4.0,41624.0,41624,71,0
950914,Star,4775.48,Saskatchewan,2017,Female,Married,Doctor,0.10436571,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,7,0.0,7,0.0261539123327741,4.0,23247.0,23247,9,0
387129,Star,4776.19,British Columbia,2013,Female,Single,College,0.059011735,Low Risk,Loyalists,Road Warriors,Loyalists,3,53,16,0.0,6,0.0057021661277424,4.0,86283.0,86283,60,0
876006,Star,4779.89,Saskatchewan,2016,Male,Married,Bachelor,0.026016485,Low Risk,Loyalists,Road Warriors,Loyalists,3,40,11,0.0,14,0.0142344128304707,4.0,61541.0,61541,21,0
230311,Star,4781.82,Ontario,2014,Female,Married,Bachelor,0.9975539,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,21,7,7.0,0,0.0,4.0,34563.0,34563,46,0
955991,Star,4782.35,Ontario,2013,Male,Single,Bachelor,0.07083949,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,7,2.0,1,0.0573789533070056,4.0,30133.0,30133,57,0
279409,Star,4784.42,Manitoba,2016,Female,Single,College,0.2238362,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,9,1.0,1,0.0,4.0,37699.0,37699,20,0
293531,Star,4784.77,British Columbia,2017,Male,Single,College,0.29505378,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,9,3.0,-4,0.0225244831338411,4.0,18380.0,18380,15,0
886127,Star,4784.77,Ontario,2014,Female,Single,College,0.10384745,Low Risk,Loyalists,Road Warriors,Loyalists,1,29,9,1.0,-3,0.0128569457856256,4.0,36245.0,36245,51,0
536021,Star,4784.96,Ontario,2016,Female,Divorced,Bachelor,0.022965971,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,25,0
687108,Star,4784.96,British Columbia,2016,Female,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,27,2
579005,Star,4786.01,British Columbia,2016,Female,Married,Bachelor,0.0995186,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,12,1.0,-2,0.0115057528764382,4.0,43978.0,43978,20,0
758372,Star,4786.05,British Columbia,2017,Male,Single,College,0.34876108,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,6,0.0,3,0.0,3.0,31601.0,31601,17,0
671764,Nova,35850.6,Quebec,2018,Male,Single,Doctor,0.0010952804,Low Risk,Champions,Road Warriors,Champions,0,25,3,0.0,25,0.0,2.0,60022.5,40015,3,0
142290,Star,2004.35,Alberta,2018,Male,Divorced,College,0.016431777,Low Risk,Loyalists,Road Warriors,Loyalists,0,30,3,0.0,18,0.0,3.0,57024.0,38016,3,0
605505,Star,4787.47,Manitoba,2016,Male,Married,College,0.09601819,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,10,0.0,-1,0.0110454294422058,4.0,48889.0,48889,27,0
745336,Star,4791.08,Quebec,2015,Female,Married,Doctor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,38,2
413185,Star,4792.51,Nova Scotia,2016,Female,Married,Doctor,0.09734891,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,11,2.0,-3,0.0131498023136623,4.0,34145.0,34145,23,0
715462,Star,4792.83,Ontario,2013,Male,Divorced,High School or Below,0.08421347,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,1.0,2,0.0,4.0,46709.0,46709,60,0
739933,Star,4794.12,Ontario,2012,Male,Married,Bachelor,0.061236236,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,11,0.0,2,0.0360704739459086,4.0,34793.0,34793,73,0
675106,Star,4794.48,Saskatchewan,2014,Male,Divorced,Master,0.11010813,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,12,0.0,3,0.0171524257784214,4.0,44192.0,44192,44,0
767728,Star,4795.39,Quebec,2018,Male,Married,Bachelor,0.0016274645,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
244032,Star,4798.24,British Columbia,2016,Male,Married,Bachelor,0.14926226,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,8,2.0,1,0.0169933996650576,4.0,40604.0,40604,20,0
872408,Star,4801.66,Alberta,2018,Female,Married,High School or Below,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
583648,Star,4803.24,Ontario,2012,Male,Single,Bachelor,0.00502029,Low Risk,Loyalists,Road Warriors,Loyalists,1,14,7,0.0,1,0.0328191018964331,3.0,20354.0,20354,66,0
250380,Star,4803.78,Newfoundland,2017,Female,Married,Doctor,0.62046003,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,15,6,1.0,2,0.0,3.0,28587.0,28587,8,0
935504,Star,4803.94,British Columbia,2017,Male,Single,College,0.03709633,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,10,1.0,-2,0.0392770491226836,3.0,28439.0,28439,16,0
311943,Star,4804.51,Ontario,2015,Male,Married,Doctor,0.10806774,Low Risk,Loyalists,Road Warriors,Loyalists,1,18,8,3.0,-5,0.0378075067574503,3.0,29227.0,29227,33,0
811684,Star,4807.85,Manitoba,2017,Male,Married,Bachelor,0.989071,High Risk,Sleeping/Lost,Occasional Flyers,Sleeping/Lost,4,4,2,5.0,-1,0.0,2.0,8259.0,8259,11,0
672103,Star,4811.74,British Columbia,2018,Male,Single,College,0.0016218355,Low Risk,Loyalists,Road Warriors,Loyalists,1,31,13,0.0,5,0.0740357803051665,4.0,31917.0,31917,0,0
657339,Star,4812.53,Alberta,2014,Female,Married,High School or Below,0.017224655,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,12,1.0,-1,0.0083217093583565,4.0,63088.0,63088,49,0
433812,Star,4814.35,Quebec,2012,Male,Single,College,0.49002406,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,26,9,6.0,0,0.0,4.0,35043.0,35043,73,0
217284,Star,4815.01,Alberta,2015,Female,Divorced,Doctor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,37,2
559304,Star,4815.02,Saskatchewan,2017,Female,Single,College,0.7704521,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,26,9,0.0,6,0.0148219707424786,4.0,36230.0,36230,13,1
290249,Star,4815.85,Quebec,2014,Female,Single,Bachelor,0.11489962,Low Risk,Loyalists,Road Warriors,Loyalists,3,51,15,0.0,10,0.0097316750722224,4.0,81692.0,81692,45,0
948815,Star,4821.21,Ontario,2017,Male,Married,Bachelor,0.029458502,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,13,0.0,5,0.0312702527543745,4.0,49376.0,49376,16,0
513229,Star,4823.56,Quebec,2012,Male,Married,Bachelor,0.024855698,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,9,0.0,2,0.010721649484536,4.0,48500.0,48500,70,0
501278,Star,4825.5,Ontario,2012,Male,Married,College,0.010020663,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,0.0,1,0.0,4.0,28664.0,28664,72,0
348299,Star,4827.78,British Columbia,2013,Male,Single,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,58,2
500455,Star,4829.57,British Columbia,2016,Male,Married,Bachelor,0.03262686,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,9,1.0,-2,0.0,4.0,43336.0,43336,29,0
277356,Star,4830.91,British Columbia,2017,Female,Divorced,College,0.9998425,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,7,4,8.0,0,0.0,2.0,10828.0,10828,16,1
615394,Star,4831.42,Ontario,2018,Female,Married,High School or Below,0.0032724536,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,9,0.0,-1,0.0227016533066132,4.0,31936.0,31936,0,0
936723,Star,4832.12,British Columbia,2017,Male,Single,College,0.99955064,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,22,6,8.0,0,0.0,3.0,23577.0,23577,16,1
158314,Star,4834.71,Ontario,2017,Female,Divorced,Bachelor,0.84997076,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,14,7,0.0,2,0.0617890825950271,4.0,17495.0,17495,9,0
418090,Star,4834.71,Ontario,2016,Female,Divorced,Bachelor,0.13291919,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,1.0,7,0.0561350137621324,4.0,27612.0,27612,29,0
769623,Star,4834.71,Ontario,2018,Male,Divorced,Bachelor,0.015663855,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,11,0.0,0,0.0144649024852624,4.0,38507.0,38507,0,0
685314,Star,4834.8,Ontario,2014,Male,Married,Bachelor,0.14287238,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,9,0.0,1,0.0157356837722381,4.0,18493.0,18493,44,0
413282,Star,4835.78,Ontario,2016,Female,Married,Bachelor,0.04160895,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,0.0,5,0.0215864994134103,4.0,55405.0,55405,22,0
884088,Star,4836.05,Ontario,2015,Female,Single,College,0.17723608,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,11,2.0,-9,0.0279328478964401,3.0,49440.0,49440,36,0
445867,Star,4836.39,Quebec,2014,Female,Divorced,College,0.38195184,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,1.0,4,0.0150876478967411,4.0,34399.0,34399,47,0
568286,Star,4837.93,New Brunswick,2016,Male,Single,College,0.35571384,Low Risk,Loyalists,Road Warriors,Loyalists,3,24,10,1.0,-3,0.0317770555165144,4.0,45536.0,45536,25,0
965066,Star,4838.21,Ontario,2017,Male,Married,Bachelor,0.70629716,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,18,5,0.0,0,0.0,3.0,30345.0,30345,6,1
105145,Star,4839.11,Ontario,2012,Male,Single,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,71,2
516329,Star,4847.24,British Columbia,2012,Female,Single,College,0.0017140653,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,9,0.0,9,0.0310675381263616,3.0,45900.0,45900,69,0
945479,Star,4853.1,British Columbia,2016,Female,Married,High School or Below,0.068578064,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,11,0.0,1,0.0124634197324414,4.0,38272.0,38272,20,0
363925,Star,4853.53,British Columbia,2017,Female,Single,College,0.1463711,Low Risk,Loyalists,Road Warriors,Loyalists,1,8,4,0.0,3,0.0757616247995724,3.0,7484.0,7484,7,0
798216,Star,4854.75,Ontario,2014,Female,Single,Bachelor,0.26971117,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,8,0.0,4,0.0,4.0,25297.0,25297,49,0
822694,Star,4855.77,Ontario,2018,Male,Married,Bachelor,0.010009463,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,13,0.0,4,0.029876036743066,4.0,56065.0,56065,0,0
747483,Star,4858.07,Quebec,2018,Male,Single,College,0.0029136671,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
784838,Star,4858.07,Nova Scotia,2015,Male,Single,College,0.09061571,Low Risk,Loyalists,Road Warriors,Loyalists,3,46,14,0.0,2,0.0053758804082219,4.0,69570.0,69570,34,0
405597,Star,4858.12,Quebec,2013,Female,Single,Bachelor,0.50342494,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,20,9,3.0,-4,0.04046440157077,4.0,29285.0,29285,61,0
502592,Star,4860.91,New Brunswick,2016,Male,Divorced,Bachelor,0.013848943,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,9,0.0,2,0.0306814900375397,4.0,27704.0,27704,22,0
999143,Star,4861.37,Ontario,2015,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,35,2
134717,Star,2379.74,Alberta,2018,Male,Single,College,0.032168288,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,5,2,1.0,5,0.0,1.0,10326.0,6884,2,0
416620,Star,4862.91,Quebec,2018,Male,Married,Bachelor,0.0017497203,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
198424,Star,4863.54,Alberta,2014,Male,Married,College,0.073193185,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,12,0.0,1,0.0214240095991949,4.0,51671.0,51671,48,0
455892,Star,2393.92,Alberta,2018,Female,Single,College,0.06867059,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,5,2,2.0,-1,0.0,2.0,9054.0,6036,3,0
814653,Star,4864.53,Saskatchewan,2017,Female,Married,Bachelor,0.19122654,Low Risk,Loyalists,Road Warriors,Loyalists,1,13,7,1.0,-1,0.0493053832795832,4.0,16124.0,16124,15,0
636505,Star,4865.37,Quebec,2015,Female,Married,Bachelor,0.34136078,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,9,2.0,1,0.0274490192809912,4.0,35994.0,35994,36,0
923268,Star,2457.58,Quebec,2018,Female,Married,Bachelor,0.012078038,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,4,1,1.0,4,0.0,1.0,8520.0,5680,2,0
685346,Star,4869.24,Quebec,2014,Male,Married,Bachelor,0.029997999,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,9,0.0,8,0.0,4.0,25963.0,25963,44,0
967634,Star,4869.24,New Brunswick,2018,Female,Married,Bachelor,0.0016117456,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
919506,Star,4869.6,British Columbia,2018,Female,Divorced,High School or Below,0.008141084,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
272944,Star,4872.02,Quebec,2015,Female,Married,College,0.16995358,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,7,1.0,3,0.0,2.0,23912.0,23912,30,0
512906,Star,4872.02,New Brunswick,2017,Male,Married,College,0.45248565,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,11,5,0.0,6,0.0684894053315106,3.0,14630.0,14630,10,0
490984,Star,4872.58,Ontario,2013,Male,Single,College,0.48410064,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,25,10,0.0,4,0.0111664568394548,4.0,36538.0,36538,62,0
812042,Star,4872.77,British Columbia,2014,Male,Married,Bachelor,0.111297294,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,1.0,-1,0.0,4.0,38202.0,38202,52,0
366719,Star,4873.35,Quebec,2017,Male,Married,Bachelor,0.46636033,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,15,6,1.0,-3,0.0195692515323623,3.0,17783.0,17783,11,0
192177,Star,4873.44,Manitoba,2015,Female,Married,Master,0.08945039,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,12,0.0,0,0.0102252267554438,4.0,58874.0,58874,31,0
273353,Star,4873.44,Quebec,2018,Male,Married,Master,0.0033690133,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
249555,Star,4876.47,Ontario,2015,Female,Married,College,0.37294987,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,9,0.0,3,0.0,4.0,39285.0,39285,30,0
103862,Star,4878.83,Ontario,2013,Female,Married,Doctor,0.1475867,Low Risk,Loyalists,Road Warriors,Loyalists,3,25,9,0.0,2,0.0113586809809581,4.0,48157.0,48157,59,0
121935,Star,4878.83,Yukon,2015,Female,Married,Doctor,0.21210347,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,8,1.0,0,0.0,3.0,28287.0,28287,32,0
224402,Star,4878.95,Ontario,2016,Male,Married,Bachelor,0.007292449,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,9,0.0,5,0.0,3.0,38378.0,38378,20,0
988839,Star,4878.95,Saskatchewan,2018,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
416768,Star,4879.71,Ontario,2017,Male,Single,College,0.14584114,Low Risk,Loyalists,Road Warriors,Loyalists,1,29,11,0.0,-1,0.0214589931200174,4.0,36628.0,36628,15,0
667767,Star,4880.71,British Columbia,2015,Female,Divorced,Bachelor,0.541628,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,3,33,11,0.0,4,0.0095040095040095,4.0,47138.0,47138,30,0
955178,Star,4880.95,Ontario,2017,Female,Married,Bachelor,0.23423108,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,10,0.0,0,0.0121491271986916,4.0,29961.0,29961,17,0
534716,Star,4881.3,Ontario,2016,Male,Married,Bachelor,0.019558705,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,13,0.0,0,0.0260842056827332,4.0,34772.0,34772,29,0
565041,Star,4881.39,Quebec,2012,Male,Married,Bachelor,0.014477337,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,11,0.0,6,0.0408025952180704,4.0,41615.0,41615,74,0
596004,Star,4881.75,British Columbia,2013,Male,Single,College,0.026654202,Low Risk,Loyalists,Road Warriors,Loyalists,3,22,11,0.0,5,0.0396800217548948,4.0,44128.0,44128,65,0
340934,Star,4882.29,Nova Scotia,2018,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
335839,Star,4882.49,Ontario,2013,Female,Married,Bachelor,0.0040680603,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,12,0.0,7,0.0240802545793231,4.0,51536.0,51536,59,0
621940,Star,4883.55,British Columbia,2017,Male,Divorced,Doctor,0.027981078,Low Risk,Loyalists,Road Warriors,Loyalists,1,10,4,0.0,6,0.0976608187134503,4.0,13680.0,13680,9,0
308379,Star,4883.81,British Columbia,2016,Female,Married,Bachelor,0.023880608,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,12,0.0,4,0.0082132267833642,4.0,63069.0,63069,21,0
683791,Star,4884.16,Ontario,2015,Female,Married,Bachelor,0.21236418,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,9,0.0,3,0.028348879230356,4.0,40954.0,40954,41,0
715015,Star,4884.16,British Columbia,2014,Male,Married,Bachelor,0.064862736,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,13,0.0,1,0.0090757859714881,4.0,47489.0,47489,44,0
835796,Star,4885.16,Ontario,2013,Female,Married,Doctor,0.0036834665,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,14,0.0,1,0.0,4.0,57409.0,57409,59,0
564201,Star,4889.61,Nova Scotia,2015,Male,Married,Bachelor,0.032078404,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,14,0.0,-2,0.0,4.0,40617.0,40617,34,0
572410,Star,4890.11,Nova Scotia,2014,Male,Divorced,College,0.22804463,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,10,0.0,7,0.01222810111699,4.0,34020.0,34020,47,0
306288,Star,4892.44,Ontario,2013,Female,Married,Bachelor,0.9877951,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,24,10,5.0,-1,0.0,4.0,31126.0,31126,55,1
568111,Star,4892.44,Alberta,2017,Male,Married,Bachelor,0.0046691718,Low Risk,Loyalists,Road Warriors,Loyalists,1,28,9,0.0,5,0.0,4.0,32371.0,32371,17,0
201220,Star,4892.62,British Columbia,2013,Male,Married,Bachelor,0.030662484,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,13,0.0,3,0.0293050996029631,4.0,58181.0,58181,57,0
533766,Star,4893.29,British Columbia,2012,Male,Single,College,0.015030617,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,9,1.0,5,0.0377906976744186,3.0,30960.0,30960,68,0
990933,Star,4893.98,New Brunswick,2013,Female,Married,Doctor,0.09160993,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,8,0.0,-1,0.0306202887126176,3.0,40594.0,40594,54,0
968764,Star,2521.63,Alberta,2018,Male,Divorced,Bachelor,0.027946303,Low Risk,Loyalists,Road Warriors,Loyalists,0,19,2,1.0,19,0.0,1.0,53638.5,35759,3,0
613265,Star,4895.81,Ontario,2015,Male,Married,Bachelor,0.002167203,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,14,0.0,2,0.0375375926061761,4.0,54532.0,54532,30,0
163608,Star,4896.26,British Columbia,2013,Female,Single,College,0.073583916,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,8,0.0,4,0.0217790822064349,4.0,36457.0,36457,65,0
237984,Star,4896.26,Quebec,2017,Male,Single,College,0.05398715,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,0.0,7,0.0217245669442051,4.0,41796.0,41796,14,0
288419,Star,4896.27,Quebec,2016,Female,Single,College,0.77790415,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,21,8,0.0,2,0.0166157041481566,4.0,34666.0,34666,29,0
285738,Star,4896.56,British Columbia,2016,Female,Divorced,Bachelor,0.99989426,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,14,5,13.0,0,0.0,2.0,23694.0,23694,21,1
666556,Star,4897.04,Ontario,2014,Female,Single,High School or Below,0.082019806,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,13,0.0,5,0.0172445422858191,4.0,54510.0,54510,44,0
698180,Star,4897.04,British Columbia,2018,Female,Single,High School or Below,0.0035945128,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
807589,Star,4898.96,Ontario,2016,Male,Married,Bachelor,0.0037658308,Low Risk,Loyalists,Road Warriors,Loyalists,3,47,12,0.0,4,0.0222495375026384,4.0,80541.0,80541,19,0
135382,Star,4899.23,Ontario,2016,Male,Married,College,0.034125682,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,13,1.0,-1,0.0429543545705421,4.0,58341.0,58341,29,0
444778,Star,4899.23,British Columbia,2016,Female,Married,College,0.27069944,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,10,0.0,1,0.0,4.0,35366.0,35366,23,0
502534,Star,4901.89,New Brunswick,2014,Female,Divorced,Bachelor,0.22445758,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,11,0.0,1,0.0110897577265996,4.0,31741.0,31741,46,0
589840,Star,4903.13,Ontario,2014,Male,Married,College,0.059982546,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,9,1.0,2,0.0197432119553778,3.0,23755.0,23755,43,0
551300,Star,4903.15,Ontario,2015,Male,Single,College,0.010255367,Low Risk,Loyalists,Road Warriors,Loyalists,3,42,15,0.0,5,0.0058802918818457,4.0,65643.0,65643,32,0
990204,Star,4903.15,British Columbia,2014,Male,Single,College,0.27308774,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,10,0.0,7,0.0,4.0,42588.0,42588,44,0
148299,Star,4903.81,Manitoba,2014,Male,Married,College,0.127853,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,11,0.0,2,0.0353477453870509,4.0,36636.0,36636,48,0
412902,Star,4904.89,Quebec,2016,Male,Divorced,Master,0.02597106,Low Risk,Loyalists,Road Warriors,Loyalists,3,39,15,0.0,1,0.015852804482078,4.0,62828.0,62828,25,0
602694,Star,4904.89,Quebec,2018,Female,Divorced,Master,0.0021252849,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
662934,Star,2555.05,Alberta,2018,Male,Single,College,0.10123741,Low Risk,Loyalists,Road Warriors,Loyalists,0,20,1,1.0,20,0.0,1.0,27420.0,18280,3,0
205445,Star,4905.32,Ontario,2016,Female,Married,Bachelor,0.027751066,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,1.0,5,0.0096964973409132,4.0,43624.0,43624,22,0
883349,Star,4908.12,Ontario,2014,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,50,2
773293,Star,4909.84,Manitoba,2016,Female,Divorced,Bachelor,0.5040341,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,3,28,9,0.0,8,0.0,4.0,39156.0,39156,28,0
957127,Star,4911.0,New Brunswick,2012,Male,Married,Bachelor,0.31122208,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,6,4.0,-5,0.0,3.0,27119.0,27119,68,0
176611,Star,4911.12,Nova Scotia,2017,Male,Married,Bachelor,0.11187338,Low Risk,Loyalists,Road Warriors,Loyalists,1,10,4,0.0,4,0.0463520622093466,3.0,13117.0,13117,6,0
848248,Star,4911.12,Saskatchewan,2014,Male,Married,Bachelor,0.008249839,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,13,0.0,-3,0.0201616407404188,4.0,46028.0,46028,51,0
162013,Star,4911.46,Nova Scotia,2014,Female,Divorced,Bachelor,0.09478075,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,11,0.0,-2,0.0165071203869702,4.0,29563.0,29563,52,0
706628,Star,4911.77,Ontario,2018,Female,Single,College,0.0029746774,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
495027,Star,4913.12,British Columbia,2015,Male,Single,Bachelor,0.20738879,Low Risk,Loyalists,Road Warriors,Loyalists,1,12,6,2.0,1,0.0,4.0,19362.0,19362,39,0
731001,Star,4913.12,Quebec,2017,Female,Single,Bachelor,0.59165734,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,8,5,1.0,2,0.0245627980922098,3.0,12580.0,12580,8,0
106001,Star,4914.04,Quebec,2013,Female,Single,High School or Below,0.012458046,Low Risk,Loyalists,Road Warriors,Loyalists,3,60,17,1.0,-3,0.0140800123780328,4.0,103409.0,103409,65,0
692096,Star,4914.04,Manitoba,2017,Female,Single,High School or Below,0.078266725,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,14,0.0,4,0.0144333953355272,4.0,55912.0,55912,17,0
544569,Star,4914.73,Quebec,2015,Male,Married,Doctor,0.6953196,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,29,8,0.0,6,0.0215614728144507,3.0,33161.0,33161,41,1
