loyalty_number,clv,enrollment_tenure_months,card_tier_encoded,salary_encoded,education_encoded,never_flew_flag,gender_Male,marital_status_Married,marital_status_Single,flights_3m,distance_3m,pts_earned_3m,pts_redeemed_3m,active_months_3m,flights_6m,distance_6m,pts_earned_6m,pts_redeemed_6m,active_months_6m,flights_12m,distance_12m,pts_earned_12m,pts_redeemed_12m,active_months_12m,flights_18m,distance_18m,pts_earned_18m,pts_redeemed_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,churn_label
422750,5727.33,59,2,105034.0,3,0,0,1,0,12,17053,17053.0,0,3,18,25956,25956.0,0,6,28,36165,36165.0,467,10,34,42850,42850.0,913,13,0.0,6,0.02130688448074679,4.0,0
633734,5728.58,11,2,53661.0,3,0,1,1,0,0,0,0.0,0,0,1,530,530.0,0,1,17,27282,27282.0,0,5,17,27282,27282.0,0,5,3.0,-1,0.0,4.0,1
665763,5729.86,65,2,99414.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
745792,5732.69,20,2,60691.0,3,0,1,0,1,3,5343,5343.0,0,1,8,10299,10299.0,0,3,13,21404,21404.0,603,5,24,32344,32344.0,603,11,2.0,-2,0.01864333415780361,3.0,0
951616,5733.21,46,2,90414.0,3,0,1,1,0,4,3312,3312.0,0,1,7,7785,7785.0,0,3,14,20226,20226.0,461,7,21,31638,31638.0,461,9,1.0,1,0.014571085403628548,4.0,0
161728,5734.6,0,2,103715.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
286883,5734.6,16,2,103715.0,3,0,0,1,0,5,7866,7866.0,0,2,11,14555,14555.0,0,5,20,33902,33902.0,0,8,30,51285,51285.0,1250,11,0.0,-1,0.02437359851808521,4.0,0
693138,5737.5,35,2,82358.0,3,0,1,1,0,5,10277,10277.0,599,2,13,23074,23074.0,1000,5,24,43041,43041.0,1000,9,28,48775,48775.0,1585,11,1.0,-3,0.03249615581752947,4.0,0
824414,5738.28,61,2,96341.0,3,0,1,1,0,2,3064,3064.0,0,1,4,6964,6964.0,0,2,9,10528,10528.0,0,4,15,20634,20634.0,0,8,2.0,0,0.0,3.0,0
773648,5741.7,57,2,65435.0,3,0,0,1,0,4,9685,9685.0,0,2,10,16433,16433.0,0,4,25,37698,37698.0,0,8,33,50506,50506.0,397,11,1.0,-2,0.007860452223498198,4.0,0
950252,5744.23,0,2,82388.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
484625,5746.06,72,2,69078.0,3,0,0,1,0,7,14859,14859.0,0,2,10,19809,19809.0,0,4,12,22998,22998.0,710,6,23,40793,40793.0,1088,10,0.0,4,0.02667124261515456,4.0,0
798375,5746.06,37,2,69078.0,3,0,0,1,0,8,11696,11696.0,0,2,12,20456,20456.0,0,3,18,33865,33865.0,0,5,35,68520,68520.0,497,10,0.0,4,0.007253356684179801,3.0,0
489443,5746.33,72,2,66386.0,1,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
276673,5754.75,19,2,57406.0,3,0,0,1,0,6,10422,10422.0,0,2,12,22319,22319.0,0,5,13,23390,23390.0,0,6,26,50427,50427.0,0,10,0.0,0,0.0,3.0,0
733226,5754.75,13,2,57406.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,9,18283,18283.0,510,4,15,29785,29785.0,510,5,6.0,0,0.017122712774886688,3.0,1
855153,5755.18,22,2,103367.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,3,5546,5546.0,0,2,16.0,0,0.0,1.0,1
162472,5755.54,0,2,103331.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
723186,5757.44,15,2,97030.0,3,0,0,0,0,1,2158,2158.0,0,1,2,3307,3307.0,0,2,9,17589,17589.0,414,5,19,32173,32173.0,414,7,0.0,0,0.012867932738631772,4.0,0
835693,5757.44,14,2,97030.0,3,0,0,0,0,6,9892,9892.0,0,2,10,14680,14680.0,0,4,23,35806,35806.0,491,9,23,35806,35806.0,491,9,0.0,2,0.013712785566664805,4.0,0
910093,5757.44,0,2,97030.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
947367,5757.44,26,2,97030.0,3,0,0,0,0,8,12020,12020.0,500,2,14,20499,20499.0,500,5,25,36108,36108.0,1703,9,33,54016,54016.0,1703,12,1.0,2,0.031527695497630334,4.0,0
762715,5757.49,12,2,91538.0,3,0,0,0,0,8,10267,10267.0,0,2,9,12045,12045.0,0,3,12,16200,16200.0,0,4,12,16200,16200.0,0,4,1.0,7,0.0,2.0,0
351966,5761.11,1,2,53068.0,3,0,0,1,0,1,780,780.0,0,1,1,780,780.0,0,1,1,780,780.0,0,1,1,780,780.0,0,1,0.0,1,0.0,1.0,0
501209,5761.32,55,2,92929.0,3,0,0,1,0,3,3099,3099.0,0,1,5,4789,4789.0,0,2,9,10587,10587.0,0,4,16,23766,23766.0,0,6,2.0,1,0.0,4.0,0
390651,5764.65,64,2,47416.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
361237,5768.09,23,2,57584.0,3,0,1,0,0,12,15666,15666.0,0,3,19,27966,27966.0,601,5,32,51879,51879.0,1013,8,43,69778,69778.0,1638,13,0.0,5,0.02347444753360658,4.0,0
528693,5768.09,66,2,57584.0,3,0,1,0,0,0,0,0.0,0,0,4,5476,5476.0,296,2,9,14130,14130.0,296,4,18,29919,29919.0,296,7,3.0,-4,0.009893378789398041,4.0,0
745600,5768.83,50,2,99600.0,3,0,1,1,0,0,0,0.0,0,0,4,8842,8842.0,0,2,18,31096,31096.0,450,6,28,42151,42151.0,450,9,3.0,-4,0.010675903300040332,4.0,1
613709,5770.68,0,2,73510.0,2,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
922703,5775.52,0,2,73510.0,2,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
156959,5780.18,38,2,69274.0,3,0,1,0,1,7,15912,15912.0,824,2,10,18803,18803.0,824,4,21,33835,33835.0,824,7,32,44203,44203.0,1314,12,0.0,4,0.029726489152319978,4.0,0
690971,5780.18,58,2,69274.0,3,0,1,0,1,0,0,0.0,445,0,3,3362,3362.0,906,2,8,12964,12964.0,906,4,9,14528,14528.0,906,5,3.0,-3,0.06236233480176211,3.0,0
837704,5780.18,0,2,69274.0,3,0,1,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
981508,5786.49,38,2,64677.0,3,0,1,1,0,9,11934,11934.0,0,3,9,11934,11934.0,0,3,9,11934,11934.0,0,3,9,11934,11934.0,0,3,0.0,9,0.0,2.0,0
607847,5790.57,7,2,93777.0,3,0,0,0,0,5,6302,6302.0,0,2,6,7185,7185.0,406,3,6,7185,7185.0,406,3,6,7185,7185.0,406,3,1.0,4,0.05650661099512874,2.0,0
771056,5791.01,31,2,56639.0,3,0,0,1,0,5,7897,7897.0,0,2,8,11336,11336.0,0,4,18,32192,32192.0,0,7,26,42943,42943.0,555,11,0.0,2,0.012924108702233194,4.0,0
881741,5791.61,1,2,90798.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
741313,5794.57,51,2,83513.0,3,0,0,1,0,2,3392,3392.0,474,1,8,14259,14259.0,950,4,19,28985,28985.0,950,8,33,54256,54256.0,950,13,1.0,-4,0.01750958419345326,4.0,0
717232,5794.68,64,2,70674.0,3,0,1,0,0,6,11518,11518.0,651,2,9,15482,15482.0,1027,4,32,48108,48108.0,1622,9,51,80966,80966.0,2153,15,0.0,3,0.026591408739470888,4.0,0
234973,5800.77,57,2,73510.0,2,0,1,1,0,8,12296,12296.0,977,3,9,13714,13714.0,977,4,17,22709,22709.0,977,7,29,44205,44205.0,977,11,0.0,7,0.022101572220337064,4.0,0
254853,5801.13,9,2,67709.0,3,0,1,0,0,0,0,0.0,0,0,3,4910,4910.0,427,3,11,19168,19168.0,427,7,11,19168,19168.0,427,7,3.0,-3,0.02227671118530885,3.0,0
917423,5801.83,28,2,73510.0,2,0,1,0,1,4,7370,7370.0,0,2,9,11669,11669.0,0,4,24,26675,26675.0,0,8,31,37360,37360.0,0,11,0.0,-1,0.0,4.0,0
630290,5802.84,16,2,73510.0,2,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,4,6936,6936.0,0,2,13,18178,18178.0,0,6,9.0,0,0.0,3.0,1
171902,5807.66,11,2,77602.0,3,0,1,0,1,0,0,0.0,0,0,4,5758,5758.0,0,2,12,14530,14530.0,0,5,12,14530,14530.0,0,5,4.0,-4,0.0,3.0,1
415441,5807.99,0,2,83654.0,3,0,1,1,0,3,2946,2946.0,332,1,4,4475,4475.0,332,2,10,14157,14157.0,332,5,19,25343,25343.0,332,8,1.0,2,0.013100264372805114,3.0,0
672893,5810.63,70,2,50098.0,3,0,0,1,0,5,5954,5954.0,0,2,8,8300,8300.0,686,3,13,15221,15221.0,686,6,25,33698,33698.0,686,11,0.0,2,0.02035729123390112,4.0,0
226191,5811.92,15,2,92875.0,3,0,1,1,0,7,7134,7134.0,0,2,11,13542,13542.0,0,3,19,29050,29050.0,1265,5,33,49604,49604.0,1265,8,0.0,3,0.02550197564712523,3.0,0
796627,6537.05,4,2,73510.0,2,0,0,0,1,1,567,850.5,0,1,2,2657,3985.5,0,2,2,2657,3985.5,0,2,2,2657,3985.5,0,2,2.0,0,0.0,1.0,0
958941,6714.07,4,2,73510.0,2,0,1,1,0,0,0,0.0,444,0,5,6235,9352.5,444,1,5,6235,9352.5,444,1,5,6235,9352.5,444,1,3.0,-5,0.04747393744987971,1.0,0
478792,5815.26,65,2,88014.0,3,0,1,1,0,9,19611,19611.0,0,3,15,30145,30145.0,0,6,20,34963,34963.0,0,8,26,45115,45115.0,0,10,0.0,3,0.0,3.0,0
675385,5815.26,21,2,88014.0,3,0,0,1,0,7,9982,9982.0,0,2,10,12910,12910.0,0,4,19,30767,30767.0,0,7,19,30767,30767.0,0,7,1.0,4,0.0,3.0,0
434620,5817.83,1,2,95440.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
833436,5821.68,38,2,88663.0,3,0,0,1,0,5,9497,9497.0,0,2,5,9497,9497.0,0,2,18,31438,31438.0,0,6,22,37390,37390.0,0,9,1.0,5,0.0,4.0,0
915927,5821.68,39,2,88663.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
173666,5824.22,24,2,86039.0,3,0,1,0,0,3,3130,3130.0,0,2,3,3130,3130.0,0,2,8,7423,7423.0,311,5,17,19848,19848.0,311,8,1.0,3,0.01566908504635228,4.0,0
693659,5824.77,23,2,60073.0,3,0,1,1,0,7,11656,11656.0,0,3,11,17870,17870.0,0,5,23,34024,34024.0,1646,8,35,49196,49196.0,1646,13,0.0,3,0.033458004715830554,4.0,0
607266,5824.82,27,2,61882.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
415292,5827.41,39,2,54026.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
668624,5827.41,20,2,54026.0,3,0,1,1,0,9,16021,16021.0,510,3,9,16021,16021.0,510,3,10,17691,17691.0,510,4,20,29529,29529.0,1246,8,0.0,9,0.04219580751126012,4.0,0
243294,5827.48,5,2,65416.0,3,0,1,1,0,4,3232,3232.0,0,1,7,8896,8896.0,0,2,7,8896,8896.0,0,2,7,8896,8896.0,0,2,1.0,1,0.0,1.0,0
471170,5830.56,39,2,73510.0,2,0,1,1,0,7,14806,14806.0,551,3,14,25292,25292.0,551,5,22,39974,39974.0,551,8,24,42034,42034.0,551,10,0.0,0,0.013108436027977352,4.0,0
531514,5830.56,64,2,73510.0,2,0,1,1,0,6,7980,7980.0,0,2,6,7980,7980.0,0,2,13,16082,16082.0,0,4,27,41788,41788.0,0,9,1.0,6,0.0,4.0,0
667692,5837.53,23,2,92867.0,3,0,0,1,0,10,7306,7306.0,0,2,13,11456,11456.0,409,4,18,21693,21693.0,409,6,28,37913,37913.0,409,9,0.0,7,0.010787856408092211,3.0,0
490824,5838.13,32,2,72459.0,3,0,1,1,0,3,2814,2814.0,0,1,5,7548,7548.0,0,2,14,18376,18376.0,0,6,27,42260,42260.0,0,11,0.0,1,0.0,4.0,0
238607,5838.9,54,2,91239.0,3,0,1,1,0,6,12154,12154.0,0,2,8,15824,15824.0,481,4,23,44501,44501.0,968,9,31,57619,57619.0,1478,14,0.0,4,0.025651260868810637,4.0,0
448896,5838.9,14,2,91239.0,3,0,0,1,0,5,5361,5361.0,0,2,7,9683,9683.0,0,3,17,22040,22040.0,670,8,25,29752,29752.0,670,10,0.0,3,0.022519494487765527,4.0,0
657865,5838.9,27,2,91239.0,3,0,1,1,0,12,21171,21171.0,0,3,16,24213,24213.0,0,5,24,33724,33724.0,763,9,32,44086,44086.0,1550,13,0.0,8,0.03515855373587987,4.0,0
100428,5845.43,70,2,63478.0,3,0,1,1,0,1,908,908.0,0,1,8,15663,15663.0,0,3,13,24012,24012.0,828,6,20,36628,36628.0,828,9,1.0,-6,0.022605656874522224,4.0,0
272686,5846.11,0,2,94805.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
761444,5846.42,38,2,73510.0,2,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
598369,5847.42,59,2,67642.0,1,0,1,1,0,3,7134,7134.0,0,2,9,12513,12513.0,0,5,18,26817,26817.0,0,7,37,53806,53806.0,1276,13,0.0,-3,0.023714827342675538,3.0,0
389996,5849.49,40,2,81308.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,4,5046,5046.0,0,2,22,36593,36593.0,0,7,10.0,0,0.0,3.0,1
833844,5849.49,9,2,81308.0,3,0,1,1,0,6,12021,12021.0,0,3,6,12021,12021.0,0,3,15,23973,23973.0,476,6,15,23973,23973.0,476,6,0.0,6,0.019855670963166896,4.0,0
776795,5860.48,22,2,58900.0,3,0,0,1,0,6,12490,12490.0,397,3,10,17942,17942.0,397,4,26,33454,33454.0,2110,9,28,35812,35812.0,2110,11,0.0,2,0.05891879816821177,4.0,0
173178,5862.8,25,2,86877.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
146215,5866.07,29,2,87485.0,3,0,0,1,0,8,16368,16368.0,0,2,9,18106,18106.0,0,3,21,39149,39149.0,389,7,35,57143,57143.0,389,12,0.0,7,0.0068074829812925465,4.0,0
747704,5866.07,52,2,87485.0,3,0,1,1,0,6,8796,8796.0,458,2,8,12076,12076.0,458,4,14,24514,24514.0,1175,6,26,45606,45606.0,1822,11,0.0,4,0.039950883655659346,3.0,0
254428,5867.13,1,2,52308.0,3,0,1,1,0,9,13411,13411.0,0,2,9,13411,13411.0,0,2,9,13411,13411.0,0,2,9,13411,13411.0,0,2,0.0,9,0.0,2.0,0
951941,5871.61,18,2,73510.0,2,0,1,0,1,4,5934,5934.0,439,2,8,14030,14030.0,908,4,21,37489,37489.0,908,8,29,50602,50602.0,908,11,0.0,0,0.017943954784395873,4.0,0
252450,6863.12,3,2,50458.0,3,0,0,1,0,36,62120,93180.0,580,2,40,69004,103506.0,580,3,40,69004,103506.0,580,3,40,69004,103506.0,580,3,0.0,32,0.005603539891407262,2.0,0
561621,5878.2,11,2,48050.0,3,0,1,1,0,8,11868,11868.0,0,3,10,14602,14602.0,0,4,18,29118,29118.0,1160,7,18,29118,29118.0,1160,7,0.0,6,0.039837900954735904,4.0,0
107649,5879.18,73,2,94733.0,3,0,1,1,0,1,2356,2356.0,0,1,7,13579,13579.0,500,3,27,50458,50458.0,500,9,38,66451,66451.0,1296,13,2.0,-5,0.01950309250425125,4.0,0
425687,5880.26,8,2,73510.0,2,0,1,0,1,6,8922,8922.0,0,1,6,8922,8922.0,0,1,7,11312,11312.0,0,2,7,11312,11312.0,0,2,0.0,6,0.0,2.0,0
758113,5886.22,19,2,73510.0,2,0,1,0,1,3,4400,4400.0,0,2,11,13234,13234.0,0,5,22,32355,32355.0,0,9,31,46965,46965.0,0,12,0.0,-5,0.0,4.0,0
229094,5887.18,52,2,77841.0,3,0,0,1,0,0,0,0.0,0,0,4,7439,7439.0,0,3,7,12023,12023.0,0,5,18,31148,31148.0,0,9,3.0,-4,0.0,4.0,0
508824,5887.18,73,2,77841.0,3,0,1,1,0,13,21891,21891.0,0,3,16,28747,28747.0,0,5,23,43856,43856.0,342,8,29,49173,49173.0,342,10,0.0,10,0.006955036300408761,4.0,0
121469,5890.53,56,2,88160.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
456839,5894.91,39,2,60724.0,3,0,1,1,0,6,5958,5958.0,0,3,6,5958,5958.0,0,3,9,12454,12454.0,0,5,20,29241,29241.0,587,10,0.0,6,0.020074552853869568,4.0,0
912064,5898.73,19,2,71420.0,3,0,0,0,0,5,6428,6428.0,0,3,5,6428,6428.0,420,3,17,21337,21337.0,1754,7,29,35295,35295.0,1754,11,0.0,5,0.04969542428105964,4.0,0
961177,5898.73,9,2,71420.0,3,0,0,0,0,6,5928,5928.0,0,3,8,8128,8128.0,0,5,11,13516,13516.0,0,7,11,13516,13516.0,0,7,0.0,4,0.0,4.0,0
171582,5903.61,8,2,72440.0,3,0,1,1,0,5,11590,11590.0,0,1,14,22885,22885.0,0,4,16,24313,24313.0,0,5,16,24313,24313.0,0,5,0.0,-4,0.0,3.0,1
485845,5904.85,65,2,97730.0,3,0,0,0,1,8,18412,18412.0,0,2,12,26185,26185.0,0,4,14,31007,31007.0,0,5,18,38796,38796.0,0,7,0.0,4,0.0,3.0,0
273179,5906.94,24,2,63694.0,3,0,0,1,0,1,2234,2234.0,0,1,7,14806,14806.0,0,4,21,35207,35207.0,0,9,31,44650,44650.0,1096,14,1.0,-5,0.024546472564389698,4.0,0
135016,5908.16,34,2,95040.0,3,0,1,0,0,8,5295,5295.0,0,2,10,7107,7107.0,0,4,26,32021,32021.0,706,9,31,36951,36951.0,706,12,0.0,6,0.019106384130334768,4.0,0
582930,5913.31,50,2,63866.0,3,0,0,0,1,5,5881,5881.0,0,2,10,16576,16576.0,0,3,21,35864,35864.0,0,6,29,46604,46604.0,0,9,0.0,0,0.0,4.0,0
200663,5917.47,0,2,73510.0,2,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
266541,5918.07,9,2,88633.0,3,0,1,1,0,3,5500,5500.0,0,2,6,9256,9256.0,0,4,6,9256,9256.0,0,4,6,9256,9256.0,0,4,0.0,0,0.0,3.0,0
340782,5918.33,12,2,101310.0,3,0,0,1,0,7,10315,10315.0,0,3,8,10886,10886.0,0,4,15,22242,22242.0,0,6,15,22242,22242.0,0,6,0.0,6,0.0,3.0,0
904317,5918.33,31,2,101310.0,3,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
556453,5923.12,44,2,99347.0,3,0,0,1,0,0,0,0.0,0,0,4,8343,8343.0,0,2,12,19808,19808.0,585,4,19,33848,33848.0,1246,7,3.0,-4,0.036811628456629636,3.0,0
583415,5923.12,16,2,99347.0,3,0,0,1,0,8,14588,14588.0,0,3,10,18434,18434.0,0,4,24,37609,37609.0,0,8,29,44845,44845.0,0,10,0.0,6,0.0,4.0,0
317664,5923.52,47,2,85879.0,3,0,1,1,0,0,0,0.0,0,0,6,9378,9378.0,0,2,6,9378,9378.0,0,2,16,17033,17033.0,0,6,4.0,-6,0.0,3.0,0
216445,5926.73,0,2,111948.0,4,1,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
307785,5926.73,20,2,111948.0,4,0,1,1,0,3,6243,6243.0,0,2,7,11307,11307.0,599,4,13,21151,21151.0,1008,7,25,44335,44335.0,1008,11,0.0,-1,0.022735987368895906,4.0,0
525866,5926.73,41,2,111948.0,4,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
532333,5926.73,60,2,111948.0,4,0,1,1,0,2,3739,3739.0,556,2,7,8242,8242.0,965,4,24,30611,30611.0,1967,10,39,45911,45911.0,2387,16,0.0,-3,0.05199189736664416,4.0,0
155795,6889.62,2,2,54455.0,3,0,0,1,0,31,61287,91930.5,409,3,36,69037,103555.5,409,5,36,69037,103555.5,409,5,36,69037,103555.5,409,5,0.0,26,0.003949572934320244,3.0,0
884089,5926.73,60,2,111948.0,4,0,0,1,0,4,4396,4396.0,0,1,9,11742,11742.0,0,4,23,24931,24931.0,0,9,32,39608,39608.0,532,13,1.0,-1,0.013431629973742679,4.0,0
285202,5926.96,6,2,73510.0,2,0,1,1,0,7,12162,12162.0,798,2,8,13618,13618.0,798,3,8,13618,13618.0,798,3,8,13618,13618.0,798,3,0.0,6,0.05859891320311353,3.0,0
478566,5928.75,23,2,61565.0,3,0,1,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2,2134,2134.0,0,1,15.0,0,0.0,1.0,1
892079,5934.74,64,2,96116.0,3,0,1,0,0,5,8844,8844.0,485,2,12,21330,21330.0,485,5,22,35850,35850.0,867,8,29,44908,44908.0,1234,10,1.0,-2,0.027478400285027165,4.0,0
742356,5936.01,74,2,73510.0,2,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
971582,5945.62,42,2,79911.0,3,0,1,1,0,4,4534,4534.0,0,2,11,18680,18680.0,0,5,21,35141,35141.0,0,9,25,40885,40885.0,0,11,0.0,-3,0.0,4.0,0
201115,6941.87,4,2,73510.0,2,0,1,0,1,22,52330,78495.0,0,2,26,57931,86896.5,0,4,26,57931,86896.5,0,4,26,57931,86896.5,0,4,0.0,18,0.0,3.0,0
717026,5946.67,41,2,91280.0,3,0,1,0,0,4,8682,8682.0,0,2,7,11001,11001.0,364,4,21,20918,20918.0,364,8,30,33858,33858.0,364,11,1.0,1,0.010750782680607243,4.0,0
568953,5953.21,48,2,76548.0,3,0,1,1,0,4,9492,9492.0,0,1,7,12823,12823.0,0,3,16,28538,28538.0,0,7,18,32584,32584.0,0,8,1.0,1,0.0,4.0,0
968666,5956.55,8,2,67757.0,3,0,0,1,0,9,7958,7958.0,0,2,13,11409,11409.0,0,4,17,17946,17946.0,0,6,17,17946,17946.0,0,6,1.0,5,0.0,3.0,0
445008,5960.58,63,2,66990.0,3,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
123393,5963.82,57,2,100776.0,3,0,0,1,0,6,12429,12429.0,0,3,8,13655,13655.0,0,4,13,21649,21649.0,0,6,17,25858,25858.0,0,8,0.0,4,0.0,4.0,0
521217,5963.82,50,2,100776.0,3,0,1,1,0,13,15323,15323.0,499,3,19,21167,21167.0,826,6,24,28433,28433.0,1326,8,33,36998,36998.0,1326,11,0.0,7,0.035839775122979624,4.0,0
311363,5964.35,20,2,103675.0,3,0,0,1,0,5,4758,4758.0,0,2,9,7826,7826.0,326,4,16,17284,17284.0,326,8,28,33106,33106.0,326,13,0.0,1,0.009847157614933849,4.0,0
330988,5969.55,11,2,103202.0,3,0,1,1,0,3,5865,5865.0,0,1,5,8309,8309.0,0,2,20,33533,33533.0,0,7,20,33533,33533.0,0,7,1.0,1,0.0,4.0,0
696090,5969.55,63,2,103202.0,3,0,0,1,0,5,6059,6059.0,436,3,9,12359,12359.0,1116,5,25,38726,38726.0,2443,10,37,60418,60418.0,2443,15,0.0,1,0.04043496971101328,4.0,0
465260,5977.79,67,2,89817.0,3,0,0,1,0,10,17788,17788.0,0,2,16,25855,25855.0,560,4,39,66583,66583.0,560,9,51,85647,85647.0,560,11,0.0,4,0.006538466029166229,4.0,0
989154,5977.79,26,2,89817.0,3,0,0,1,0,5,4023,4023.0,0,2,5,4023,4023.0,315,2,14,13991,13991.0,315,4,28,31942,31942.0,991,9,0.0,5,0.03102498278129109,4.0,0
243726,5979.72,59,2,74123.0,3,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
403463,5979.72,0,2,74123.0,3,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
775176,5979.72,56,2,74123.0,3,0,0,0,0,1,1943,1943.0,0,1,6,7582,7582.0,1031,4,12,21977,21977.0,1031,6,20,40365,40365.0,1031,8,2.0,-4,0.025541929889755975,4.0,0
983809,7025.04,3,2,50000.0,3,0,1,0,0,23,42378,63567.0,0,3,26,48156,72234.0,0,5,26,48156,72234.0,0,5,26,48156,72234.0,0,5,0.0,20,0.0,3.0,0
424403,5981.38,26,2,96830.0,3,0,1,0,0,9,14303,14303.0,0,3,14,17596,17596.0,0,5,17,22624,22624.0,0,6,27,34316,34316.0,0,11,0.0,4,0.0,3.0,0
283929,5989.77,57,2,80816.0,3,0,0,0,1,12,22924,22924.0,0,3,13,25422,25422.0,0,4,24,41821,41821.0,863,8,36,61608,61608.0,1778,12,0.0,11,0.028859888326191404,4.0,0
477867,5989.77,30,2,80816.0,3,1,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,2
996896,5989.77,42,2,80816.0,3,0,1,0,1,1,2362,2362.0,0,1,6,13810,13810.0,340,3,22,47574,47574.0,340,8,29,54191,54191.0,340,12,0.0,-4,0.006274104556107103,4.0,0
376367,5994.23,0,2,62537.0,3,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0
892219,5994.26,64,2,86264.0,3,0,0,1,0,10,19736,19736.0,0,2,14,29556,29556.0,0,3,23,42145,42145.0,1124,6,32,53283,53283.0,1567,10,0.0,6,0.029409004748231143,4.0,0
929880,5994.42,14,2,73510.0,2,0,1,0,1,8,14249,14249.0,0,2,11,18959,18959.0,0,3,22,39134,39134.0,547,7,28,52918,52918.0,978,9,0.0,5,0.018481424090101665,4.0,0
